,funny,posted,item_id,recommend,user_id,sentiment_analysis
14168,,09/08/2014,230410,True,imloko_,1
14169,2 people found this review funny,02/06,408120,False,KatieLiz,1
14170,1 person found this review funny,30/01/2015,730,True,76561198088892521,1
14172,1 person found this review funny,13/06/2015,4000,True,KattykitTheKittyKat,1
14173,,19/12/2012,440,True,KattykitTheKittyKat,2
14174,,16/01/2014,58610,False,KattykitTheKittyKat,0
14175,,13/06/2015,12900,True,KattykitTheKittyKat,2
14176,,13/06/2015,24240,True,KattykitTheKittyKat,0
14177,1 person found this review funny,13/06/2015,218620,True,KattykitTheKittyKat,2
14178,,13/06/2015,249130,True,KattykitTheKittyKat,2
14179,,13/06/2015,31280,True,KattykitTheKittyKat,1
14180,,29/11/2013,49520,True,Ayrtanium100,2
14181,,20/01,303390,False,Newkj1,2
14182,,11/02,441600,True,Newkj1,1
14183,,20/01,295110,False,Newkj1,0
14184,,15/04,437220,True,KayKay113,2
14185,,13/11/2015,375820,True,76561198044882796,2
14186,,13/01,730,True,76561198117313704,2
14187,,17/07/2015,730,True,Kazuksta,2
14188,1 person found this review funny,01/12/2015,212070,True,kcharding,2
14189,,21/02,204360,True,kcharding,1
14190,,13/12/2015,304050,True,kcharding,1
14191,,09/12/2015,110400,True,kcharding,2
14192,,13/11/2015,104900,True,kcharding,2
14193,1 person found this review funny,27/12/2013,239820,True,76561197996569986,2
14194,,19/09/2014,304930,True,keaun,2
14195,,07/11/2014,221100,False,keaun,2
14196,,28/02/2015,317360,True,keeaan,2
14197,,17/10/2014,440,True,keeaan,0
14198,,07/02,730,True,keeaan,2
14199,,10/09,57690,True,keane_ck,2
14200,,11/08/2012,440,True,keane_ck,2
14201,,02/01/2014,211420,True,76561197984211461,0
14202,,02/01/2014,238960,True,76561197984211461,2
14203,,30/10/2014,313160,True,76561198081144680,2
14204,,17/10/2015,236390,True,kyodaimuhnigga,2
14205,,31/10/2015,20900,True,XxPuffcronicxX,1
14206,,10/07/2014,22300,True,XxPuffcronicxX,2
14207,1 person found this review funny,19/12/2013,241540,True,XxPuffcronicxX,0
14208,,01/09,218620,True,XxPuffcronicxX,2
14209,2 people found this review funny,08/05,233130,True,XxPuffcronicxX,1
14210,,24/09/2015,333930,True,XxPuffcronicxX,1
14211,1 person found this review funny,29/11/2015,7940,True,ImmortalDragon,2
14212,2 people found this review funny,06/12/2015,730,True,ImmortalDragon,2
14213,,29/11/2015,252950,True,ImmortalDragon,2
14214,5 people found this review funny,18/06/2015,70000,True,ImmortalDragon,1
14215,,15/01,236090,True,ImmortalDragon,1
14216,,22/06/2015,38720,False,ImmortalDragon,2
14217,2 people found this review funny,14/10/2013,570,True,ImmortalDragon,1
14218,,05/05,730,True,76561198057368586,2
14219,,30/07/2011,8930,True,c3rtaind3ath,2
14220,,20/05/2014,620,True,76561198118209352,1
14221,,23/11/2015,248310,True,76561198033134963,2
14222,,27/02/2015,323470,True,76561198033134963,2
14223,,15/06/2014,206500,True,76561198133788871,2
14224,,12/06/2014,200210,True,76561198133788871,2
14225,,03/05/2013,42680,True,76561198071235919,2
14226,,23/03,333930,True,lolyoutactical,2
14227,,23/01,225840,True,kennychan222,1
14228,,17/03/2014,232790,True,76561197993077385,2
14229,2 people found this review funny,02/01/2015,305620,True,keoul,2
14230,,30/06/2014,244850,True,keoul,2
14231,,20/12/2013,211820,True,keoul,2
14232,,12/07/2015,315460,True,Kermit_Suicide,2
14233,,07/11/2014,248610,True,Kermit_Suicide,0
14234,,23/08/2015,304930,True,Kermit_Suicide,2
14235,,07/03/2015,730,True,Kermit_Suicide,2
14236,,05/04/2014,230410,True,76561198078242573,2
14237,,29/06,107410,True,76561198090575770,1
14238,,09/12/2014,730,True,cazza8360,0
14239,,09/12/2014,219640,True,cazza8360,0
14240,,09/12/2014,550,True,cazza8360,0
14241,,28/10/2015,382780,True,76561198092339855,2
14242,,19/10/2015,319630,True,76561198092339855,2
14243,,23/12/2013,49520,True,76561198092339855,2
14244,3 people found this review funny,15/08/2014,730,True,76561198073916938,0
14245,,04/05/2015,6060,True,76561198073916938,1
14246,1 person found this review funny,24/07,496920,True,76561198073916938,1
14247,3 people found this review funny,29/04/2015,220200,True,76561198073916938,1
14248,,13/04/2014,277430,True,76561198073916938,2
14249,,14/08,379720,True,76561198073916938,2
14250,,31/12/2015,235460,True,76561198073916938,1
14251,,20/01/2014,244850,True,76561198073916938,2
14252,,10/12/2015,232810,False,Keyblitz,2
14253,,12/11/2015,391570,True,Keyblitz,2
14254,1 person found this review funny,21/08/2015,295110,False,Keyezr77,0
14255,,29/03/2014,245130,True,kfloppy,2
14256,,03/01/2014,218620,True,kfloppy,2
14257,,27/03/2014,4000,True,76561198031106842,1
14258,,04/11/2014,250900,True,appalot,2
14259,,29/03/2014,265930,True,appalot,0
14260,,22/04/2015,232090,True,kiado2,1
14261,2 people found this review funny,26/07,477160,True,jet14,2
14262,8 people found this review funny,27/01,427950,True,jet14,2
14263,,12/02,334210,True,jet14,2
14264,1 person found this review funny,23/01,434620,True,jet14,2
14265,4 people found this review funny,31/01,431560,True,jet14,2
14266,,26/09/2015,55230,True,jet14,2
14267,1 person found this review funny,19/01,398070,True,jet14,2
14268,,17/06/2014,274190,True,ottonot,1
14269,,15/05/2015,107410,True,minecraft_th,1
14270,,24/12/2014,209080,True,100101011111000011111111,2
14271,,02/05/2015,271590,True,100101011111000011111111,2
14272,,27/12/2014,213670,True,100101011111000011111111,2
14273,,26/05/2014,730,True,100101011111000011111111,2
14274,,31/08/2015,391460,True,Killaruana,2
14275,,09/12/2013,236390,True,KillaPotatoz,2
14276,,26/11/2015,266510,True,That_AJ_Kid,2
14277,5 people found this review funny,13/08,405820,True,76561198045484030,0
14278,,14/02/2015,620,True,76561198045484030,1
14279,,31/05,227680,False,76561198030867972,1
14280,1 person found this review funny,09/07/2015,300380,True,76561198012546232,1
14281,,23/07,355180,False,Killer_Awesome_Phantom,2
14282,,20/01,359550,False,Killer_Awesome_Phantom,2
14283,,20/10/2015,218620,False,technique1989,2
14284,,20/10/2015,271590,False,technique1989,0
14285,,20/11/2015,377160,True,technique1989,2
14286,,27/08,275850,True,technique1989,2
14287,,22/05,434020,True,technique1989,1
14288,,31/01/2014,440,True,Brain_muncher,2
14289,,16/02/2014,208090,True,Brain_muncher,2
14290,,20/06/2014,245170,True,supremelordpie,1
14291,,29/05,301520,True,76561198066651573,1
14292,,31/07/2015,550,True,76561198066651573,2
14293,,09/02/2015,570,True,76561198066651573,2
14294,1 person found this review funny,14/07/2014,252490,True,76561198065491382,2
14295,,19/05/2015,730,True,76561198081168628,2
14296,1 person found this review funny,04/12/2015,304930,True,kineticvine,2
14297,,31/12/2015,620,True,kineticvine,1
14298,,26/09/2015,730,True,kineticvine,0
14299,,25/05/2015,1250,True,kineticvine,2
14300,1 person found this review funny,27/08/2014,224760,True,76561198080605900,1
14301,,14/05,208580,True,76561198036510673,2
14302,,01/10/2014,200260,True,GetSchwiftyInHere,1
14303,,25/12/2014,206420,True,GetSchwiftyInHere,0
14304,,29/05/2015,374570,True,GetSchwiftyInHere,1
14305,3 people found this review funny,08/04,338310,True,76561198004448633,2
14306,,04/01/2014,221100,True,KingofGoats,1
14307,2 people found this review funny,08/06,394360,True,76561198024507582,2
14308,,16/01/2014,4000,True,Emarques,1
14309,,13/11/2014,730,True,76561197978703788,2
14310,3 people found this review funny,08/10/2015,385530,True,HackingPro1,2
14311,,01/09/2015,1840,False,HackingPro1,2
14312,,28/09/2013,4000,True,HackingPro1,2
14313,,27/12/2013,219640,True,76561198059657508,2
14314,,24/11/2014,248820,True,KingCookie1228,2
14315,,13/08/2014,213650,True,KingCookie1228,2
14316,,23/06/2014,96100,True,KingCookie1228,2
14317,,11/02/2014,8930,True,KingCookie1228,2
14318,,26/03,440,True,KingFluffyButt,1
14319,,17/12/2013,105600,True,KingFluffyButt,1
14320,,25/11/2013,239820,True,76561198090488278,2
14321,,08/12/2013,8870,True,76561198090488278,2
14322,,26/04/2015,275200,True,76561198090488278,2
14323,,18/12/2013,220240,True,76561198090488278,0
14324,,18/12/2015,352460,True,76561198228934824,2
14325,,02/04,427270,True,76561198097073485,2
14326,,14/03/2014,239220,True,76561198100384350,2
14327,,02/05/2015,299360,False,KingXRay,0
14328,,02/07/2014,243870,False,KingXRay,0
14329,,11/07/2015,274940,True,KingXRay,2
14330,1 person found this review funny,25/04/2015,72850,False,kirbysmashed,2
14331,,08/03/2014,213670,True,Rafael011,1
14332,,01/12/2015,211820,True,76561198081300684,2
14333,,08/03/2015,42910,True,76561198060355872,2
14334,,18/12/2014,219740,True,76561198060355872,2
14335,,08/04,257850,True,76561198060355872,2
14336,,03/10/2015,318020,False,76561198004245030,2
14337,,17/10/2015,218620,False,76561198034215738,2
14338,,21/11/2014,570,True,EphisXD,1
14339,4 people found this review funny,07/08/2015,252070,True,kisss256,2
14340,,09/04,239030,True,kitchenappliancewow,2
14341,,19/08,322330,True,kitchenappliancewow,2
14342,,19/08,413150,True,kitchenappliancewow,2
14343,1 person found this review funny,25/02/2015,287290,False,kittenwithmittens,2
14344,,23/08,301520,True,76561198068660878,2
14345,,13/08,620,True,76561198068660878,1
14346,,09/11/2015,212680,True,76561198068660878,2
14347,1 person found this review funny,14/10/2014,218230,True,76561198068660878,2
14348,,12/02,4000,True,76561198065171294,1
14349,,27/02/2014,440,True,76561198068160202,1
14350,,21/08/2014,312990,True,coronelcross,2
14351,,24/11/2015,336520,False,76561198051831438,1
14352,,07/07/2015,306130,True,76561198051831438,2
14353,,29/09/2014,113420,False,76561198051831438,1
14354,,10/05/2014,263540,True,76561198051831438,1
14355,,12/02/2014,252490,True,76561198051831438,2
14356,,17/10/2015,378649,True,76561198005477736,2
14357,,23/01/2015,237990,True,76561198005477736,2
14358,,24/12/2014,240760,True,76561198005477736,2
14359,,04/10/2014,241930,True,76561198005477736,2
14360,,03/09/2014,204100,True,76561198005477736,2
14361,,29/06/2014,104900,True,Kizu-kun,2
14362,,20/02/2015,319630,True,putt13,0
14363,,09/04,730,True,76561198118867934,2
14364,,30/01/2014,440,True,KleppS,1
14365,,20/04/2014,570,True,KleppS,1
14366,,08/08/2015,230410,True,CptFake,1
14367,,25/01/2014,228380,True,seedy1,2
14368,,17/07/2015,319630,True,soupstore,2
14369,,08/03/2014,216250,True,soupstore,2
14370,,11/11/2015,42000,False,soupstore,0
14371,,21/12/2014,4000,True,soupstore,2
14372,,08/11/2015,105600,True,76561198089652308,1
14373,,06/04/2014,72850,True,76561198060941201,2
14374,,27/01/2014,91310,True,739567275,2
14375,,15/12/2013,70000,True,739567275,2
14376,,15/01/2015,322170,True,greenienoav,0
14377,1 person found this review funny,08/05/2015,265930,True,greenienoav,0
14378,1 person found this review funny,14/10/2015,376870,True,greenienoav,2
14379,,05/01/2015,206420,True,76561198071464612,2
14380,,19/05/2014,265630,True,76561198039902992,2
14381,1 person found this review funny,11/11/2015,440,True,kokoprogamer,1
14382,,03/10/2014,216150,True,76561198075267655,0
14383,,12/08,1840,True,gongpha,2
14384,,05/06,344040,True,gongpha,1
14385,,16/09,214850,True,gongpha,2
14386,,01/11/2014,440,True,gongpha,1
14387,,10/06,223100,True,76561198020285970,2
14388,,19/02/2015,351570,True,76561198020285970,2
14389,,20/12/2014,1250,True,namkhing22,2
14390,,11/01/2014,236390,True,namkhing22,2
14391,,20/12/2013,223710,True,12125,0
14392,,30/11/2013,224260,True,12125,0
14393,,07/07/2014,239820,True,Austisticfuck,2
14394,,19/08,440,True,TheKooke,1
14395,,29/05,323370,True,76561198082225973,2
14396,,21/01,203160,True,76561198082225973,2
14397,,14/01,252950,True,76561198082225973,2
14398,,28/01/2014,24200,True,kooriman1997,2
14399,,01/10/2015,730,True,76561198100835850,2
14400,,23/02/2013,4000,True,76561198055055523,2
14401,,20/06/2014,730,True,76561198055055523,2
14402,,04/10/2013,49520,True,76561198055055523,2
14407,6 people found this review funny,30/04,446020,True,BuzzyWuzzy,2
14408,1 person found this review funny,27/02,48700,True,BuzzyWuzzy,2
14409,,31/01/2015,253710,False,BuzzyWuzzy,0
14410,,11/03/2014,107410,True,BuzzyWuzzy,2
14411,,21/06,221100,False,BuzzyWuzzy,0
14412,,18/03,295110,False,BuzzyWuzzy,2
14413,,08/04/2015,344760,True,BuzzyWuzzy,2
14414,,24/11/2015,377160,True,BuzzyWuzzy,2
14415,1 person found this review funny,15/01/2015,4000,True,BuzzyWuzzy,1
14416,,17/10/2015,218620,False,SzechuanB,2
14417,,04/04,730,True,leninjab,1
14418,,06/04,252490,True,leninjab,1
14419,,03/06/2015,200510,True,kozeyekan,2
14420,,05/12/2013,4000,True,KKruger,2
14421,1 person found this review funny,18/04/2014,200210,False,kr0akey,2
14422,1 person found this review funny,29/01/2014,440,True,kr0akey,2
14423,,24/06/2011,45300,True,krogdog,2
14424,,24/06/2011,4500,True,krogdog,2
14425,,24/06/2011,43110,True,krogdog,2
14426,,24/06/2011,8190,True,krogdog,2
14427,,24/06/2011,17470,True,krogdog,0
14428,,24/06/2011,47700,True,krogdog,2
14429,,24/06/2011,50510,True,krogdog,2
14430,,24/06/2011,10680,True,krogdog,2
14431,,03/01/2011,1250,True,krogdog,2
14432,,26/12/2010,31220,True,krogdog,2
14433,,17/07/2013,221380,True,KrazyAl,0
14434,,24/08,437080,True,76561197998873955,2
14435,,04/09,337000,True,76561197998873955,2
14436,,15/06,379670,True,76561197998873955,2
14437,,16/05,379720,True,76561197998873955,0
14438,1 person found this review funny,11/05,223710,True,76561197998873955,2
14439,,07/01,296710,True,76561197998873955,2
14440,,02/06/2015,292030,True,76561197998873955,2
14441,,02/06/2015,9200,True,76561197998873955,1
14442,,13/04/2015,271590,True,76561197998873955,2
14443,,23/12/2013,206210,True,76561198072463650,2
14444,,23/06,440810,False,krisx,0
14445,,09/12/2015,352960,True,krisx,2
14446,1 person found this review funny,14/04,344760,False,RIPFreddieMercury,0
14447,1 person found this review funny,19/07/2014,304930,True,RIPFreddieMercury,2
14448,,25/12/2012,4000,True,RIPFreddieMercury,0
14449,,28/08,275850,False,mrninja36,0
14450,,10/06/2014,221100,True,OneHellOfAGamer,2
14451,,20/02,347940,True,jacej3,2
14452,,20/09/2014,206190,True,chriz2010,2
14453,,22/07/2014,274250,True,mammon13,2
14454,,15/07/2013,72850,True,76561198070009309,2
14455,,06/02/2015,346010,True,PsychoticRazor,2
14456,,16/12/2013,259080,True,PsychoticRazor,0
14457,,23/12/2014,224480,True,ohhhhyeesss,2
14458,,08/08/2012,40800,True,ohhhhyeesss,2
14459,,16/07,730,True,110211021,2
14460,,04/07,244850,False,110211021,0
14461,759 people found this review funny,26/06/2015,209160,False,fartofsmellyness,0
14462,3 people found this review funny,25/08,275850,False,fartofsmellyness,1
14463,,06/08,294100,True,fartofsmellyness,2
14464,,24/09/2015,204450,True,kukendran,2
14465,,21/06/2014,43160,True,kukendran,2
14466,,15/02/2014,440,True,kukendran,0
14467,,22/12/2014,204300,True,kumatorah,2
14468,,16/10/2014,233450,True,hydrameh,2
14469,,28/12/2014,221540,True,kungphukenobi,2
14470,,26/12/2013,550,True,76561198002469107,2
14471,1 person found this review funny,30/04,221100,True,JohnnyMcShitty,2
14472,5 people found this review funny,24/06,107410,True,JohnnyMcShitty,0
14473,3 people found this review funny,14/01/2015,4000,True,JohnnyMcShitty,2
14474,2 people found this review funny,18/09/2015,387860,True,76561198070796900,1
14475,1 person found this review funny,14/04,6060,True,76561198070796900,1
14476,,28/09/2014,236370,True,76561198070796900,2
14477,,24/05/2014,209160,True,76561198070796900,2
14478,,30/05,222880,True,76561198104984962,2
14479,,19/03,236870,True,76561198104984962,2
14480,,21/11/2015,252910,True,76561198064599173,2
14481,,22/01/2015,310370,True,76561198064599173,2
14482,,16/01/2015,295110,False,kylewarriors441,0
14483,,03/09/2015,393410,True,kylewarriors441,1
14484,,02/10/2015,349700,True,kylewarriors441,2
14485,,25/12/2013,570,True,kylewarriors441,2
14486,,22/12/2013,239660,True,kylewarriors441,2
14487,,27/01/2015,260230,True,76561198046729008,2
14488,1 person found this review funny,06/08,354140,True,76561198045345375,0
14489,,25/06,391540,True,76561198045345375,2
14490,,01/09,213610,True,76561198045345375,2
14491,,04/05/2015,357380,True,76561198045345375,2
14492,,21/01,427920,True,76561198045345375,2
14493,,20/08,242760,True,76561198045345375,2
14494,,23/03,264710,True,76561198045345375,0
14495,,01/10/2015,322330,True,76561198045345375,2
14496,,14/05,427520,True,ADSKILLER,2
14497,1 person found this review funny,01/04/2012,105600,True,lozone,0
14498,,11/05/2014,440,True,lozone,1
14499,,03/01/2014,219830,True,lozone,2
14500,,02/07/2014,4000,True,cggamess123,2
14501,1 person found this review funny,03/04/2015,248820,True,76561198046930744,1
14502,,09/12/2013,219830,True,76561198046930744,2
14503,1 person found this review funny,27/06/2012,105600,True,solarr_,2
14504,,04/05/2014,221100,True,solarr_,2
14505,,28/02/2014,247910,True,solarr_,2
14506,,12/02/2014,208090,True,solarr_,2
14507,,20/06/2015,730,True,lachyS,2
14508,,31/12/2014,227300,True,lachyS,2
14509,,05/04/2014,4000,True,lachyS,2
14510,,16/07/2013,6060,True,lachyS,2
14511,,26/12/2013,24240,True,n3rdra93,1
14512,,24/05/2014,236390,True,n3rdra93,1
14513,,06/04/2014,9900,True,n3rdra93,1
14514,,29/11/2013,219740,True,LagartoDosArroiz,1
14515,,30/06/2014,72850,True,LagartoDosArroiz,1
14516,,13/06/2015,730,True,lagtarsoy,1
14517,,03/04,413150,True,lagtarsoy,1
14518,,15/01/2014,49520,True,WorldWideDepression,2
14519,,23/04/2014,224480,True,WorldWideDepression,2
14520,,09/03/2014,200510,True,blizzard_reflex,2
14521,,15/06,550,False,blizzard_reflex,0
14522,,09/03/2014,221100,True,blizzard_reflex,0
14523,,09/03/2014,4000,True,blizzard_reflex,2
14524,,08/11/2013,227100,True,blizzard_reflex,2
14525,,24/07,238460,True,76561198119335225,1
14526,,15/09,263060,True,76561198119335225,2
14527,,08/08/2014,24200,True,76561198073881438,2
14528,,20/12/2013,105600,True,LancerFire,2
14529,,27/07,105600,True,76561198027550022,2
14530,,18/02,364390,True,beedlybeep,2
14531,,19/05/2015,363970,True,beedlybeep,2
14532,53 people found this review funny,14/03/2015,334070,False,larrythebrony,0
14533,11 people found this review funny,02/03/2015,305620,True,larrythebrony,2
14534,4 people found this review funny,30/01/2015,251570,True,larrythebrony,2
14535,6 people found this review funny,08/01/2015,233130,False,larrythebrony,0
14536,,06/02/2015,239140,True,larrythebrony,2
14537,,13/02/2015,214420,True,76561198093541850,2
14538,38 people found this review funny,10/11/2015,377160,False,lasati,2
14539,,12/07/2014,304650,False,lasati,0
14540,,06/02,268500,False,lasati,2
14541,,04/03/2015,262060,False,lasati,0
14542,,04/10/2014,240760,False,lasati,2
14543,,01/06/2014,289520,False,lasati,2
14544,,20/06/2014,49520,True,laserbear99,2
14545,,17/01,346110,True,lasking2534,1
14546,,26/11/2014,221100,True,lasking2534,1
14547,,22/06/2015,22300,True,LaTKH,2
14548,,27/02/2014,8190,True,LaTKH,2
14549,,28/12/2013,4000,True,76561198069470642,2
14550,,17/08,381210,True,ChamomileSoup,2
14551,,21/06/2014,226320,True,NumbYourMind,1
14552,,09/12/2015,235580,True,lauricella,2
14553,,09/12/2015,223470,True,lauricella,0
14554,,09/12/2015,319630,True,lauricella,2
14555,,09/12/2015,4000,True,lauricella,1
14556,,27/04,407840,True,FutterShy,1
14557,,23/12/2015,243870,True,LayzeeBoi,1
14558,,03/06/2015,70,True,LayzeeBoi,2
14559,,12/06/2015,271590,True,lchammer,2
14560,,09/03/2015,206420,True,lchammer,2
14561,,23/02/2014,440,True,LcsAngelo,1
14562,,23/02/2014,208090,True,LcsAngelo,2
14563,,20/09/2014,238590,True,expert_spy,2
14564,,01/05/2013,440,True,expert_spy,2
14565,2 people found this review funny,25/07/2014,218620,True,expert_spy,2
14566,,22/07/2014,550,True,expert_spy,2
14567,,02/07,730,True,expert_spy,1
14568,,13/02,1250,True,expert_spy,2
14569,,13/01,4000,True,expert_spy,2
14570,,12/03/2015,236390,True,bistroalafaucon,2
14571,,07/08/2014,730,True,bistroalafaucon,2
14572,,03/02/2014,228380,True,76561198040148259,0
14573,,21/06/2014,264140,True,changyung9999,2
14574,,10/06/2015,351710,True,changyung9999,2
14575,,09/01/2015,251870,True,changyung9999,2
14576,7 people found this review funny,01/02/2015,319510,True,GeneralDarmon,0
14577,1 person found this review funny,30/10/2015,375040,True,GeneralDarmon,2
14578,,05/08/2014,105600,True,GeneralDarmon,0
14579,,28/06/2014,253430,True,GeneralDarmon,2
14580,,01/02/2014,221100,False,76561198063004695,0
14581,,21/02/2014,570,True,76561198078378127,2
14582,1 person found this review funny,30/11/2014,440,True,PuzziDestroyer,2
14583,,01/12/2014,730,True,PuzziDestroyer,2
14584,,17/11/2014,301520,False,PuzziDestroyer,0
14585,,22/09/2014,1840,True,PuzziDestroyer,2
14586,,20/11/2015,335330,False,PuzziDestroyer,1
14587,,26/06/2014,17460,True,lefty25,2
14588,,26/06/2014,204880,True,lefty25,2
14589,,12/09/2015,242760,True,Flappyflap,2
14590,,18/03/2015,252490,True,Flappyflap,2
14591,,18/03/2015,25890,True,Flappyflap,2
14592,,16/03/2015,221100,False,Flappyflap,1
14593,,30/08,230410,True,19372250,1
14594,,17/05/2015,208580,True,legendary799,2
14595,1 person found this review funny,08/03,232090,True,legendary799,0
14596,,06/06,346900,True,CsGoWildGlock,2
14597,,18/05/2014,65790,True,legendofretro,2
14598,,30/04/2014,208090,True,legendofretro,0
14599,,05/01/2014,30,True,legendofretro,2
14600,,08/01/2014,630,True,legendofretro,2
14601,,08/01/2014,252330,True,legendofretro,2
14602,,10/05/2014,440,True,legendofretro,1
14603,,18/04/2014,286080,True,legendofretro,2
14604,,15/04/2014,277430,True,legendofretro,2
14605,,24/06/2014,72850,True,LeSaite,2
14606,,14/04/2014,440,True,suckmycrunchydick,1
14607,718 people found this review funny,19/09/2014,22330,True,lelvis,2
14608,6 people found this review funny,12/11/2014,44350,False,lelvis,2
14609,,11/09/2014,72850,False,LemmyID,1
14610,,22/06/2014,40800,True,NrGBuffalo,2
14611,,14/05,244850,True,NrGBuffalo,2
14612,,12/03/2015,315840,True,hemie43,2
14613,,05/01/2015,219150,True,hemie43,2
14614,,23/07/2015,378642,True,76561198018018489,2
14615,,03/10/2015,292030,True,Lemonjtr,2
14616,,13/05,319630,True,Lemonjtr,2
14617,,13/12/2015,303210,False,Lemonjtr,1
14618,,09/10/2015,282140,True,Lemonjtr,1
14619,,07/10/2015,353560,True,Lemonjtr,2
14620,,28/08,275850,False,Rotinaj,0
14621,,09/01/2014,221100,True,Rotinaj,0
14622,,31/12/2013,252490,True,Rotinaj,1
14623,,14/12/2014,4000,True,76561198015848819,2
14624,2 people found this review funny,30/05,730,False,LEMONPARTY1488,2
14625,,15/11/2014,289650,True,CaptainReplica,0
14626,1 person found this review funny,13/08,275850,True,CaptainReplica,2
14627,1 person found this review funny,02/04/2015,730,True,76561198072739934,2
14628,,25/01/2014,221100,True,76561198072739934,2
14629,,29/06/2015,218620,True,76561198072739934,2
14630,,31/07/2014,304930,False,76561198084777483,0
14631,,13/12/2013,570,True,76561198061518838,1
14632,,24/08/2015,245170,True,76561198086200117,2
14633,,09/02/2014,620,True,76561198086200117,2
14634,,08/08,252490,True,76561198072994412,2
14635,,11/03,359550,True,76561198058616080,2
14636,,10/12/2014,274940,True,76561198163812230,0
14637,,11/05/2015,232090,True,Void2,0
14638,,27/03,345390,True,leroyp,2
14639,,20/01,290890,False,leroyp,0
14640,,20/05/2015,316790,True,leroyp,2
14641,,07/05/2015,331670,True,leroyp,2
14642,,26/03/2015,43110,False,leroyp,1
14643,,13/02/2014,12210,True,76561198030872449,2
14644,,07/11/2014,295270,True,76561198030872449,1
14645,,16/12/2013,238960,True,76561198075406197,2
14646,,07/02/2015,209650,False,76561197990895276,0
14647,,07/01/2014,92700,False,76561197990895276,0
14648,,24/05,364360,True,76561198066657942,1
14649,,27/11/2013,218230,True,76561198066657942,1
14650,,09/06/2014,252490,True,76561198062569517,2
14651,,16/08/2014,301520,True,leva49,2
14652,,04/04/2015,4000,True,leva49,1
14653,,02/02/2015,72850,True,leva49,2
14654,,12/12/2014,227300,True,leva49,2
14655,,15/08/2014,57690,True,leva49,2
14656,,31/03,370280,True,sIuttrak,2
14657,,03/09,473460,True,sIuttrak,1
14658,1 person found this review funny,28/03,730,True,sIuttrak,0
14659,,05/03,420110,True,sIuttrak,0
14660,,02/07,206440,True,sIuttrak,2
14661,1 person found this review funny,24/08/2014,301520,True,246823,2
14662,1 person found this review funny,20/06/2015,261640,True,lhd,2
14663,,04/05/2015,339610,True,lhd,2
14664,1 person found this review funny,07/12/2014,440,True,76561198106774431,2
14665,,18/12/2012,6910,True,SASMCSASSY,1
14666,,04/04/2014,730,True,kasep,1
14667,,15/06/2015,219640,True,kasep,1
14668,,10/11/2014,209080,True,kasep,0
14669,,23/10/2014,24240,True,kasep,1
14670,,03/12/2013,570,True,kasep,2
14671,,09/12/2014,318530,True,TheHunter42,2
14672,,29/12/2013,35720,True,TheHunter42,2
14673,,20/05/2013,4000,True,LightningRod,2
14674,,26/10/2014,224600,True,Roanoke,2
14675,,11/12/2013,259080,True,EmperorJake,2
14676,,25/08/2014,440,True,76561198060002045,2
14677,,28/12/2013,730,True,kasanov,0
14678,,09/05/2015,11450,True,76561198028728868,1
14679,,19/02/2014,4000,True,GamingMexican,2
14680,,01/04,730,True,76561198295178871,2
14681,,12/11/2014,730,True,LiMasala,0
14682,4 people found this review funny,15/09,527340,True,Limo1300,1
14683,,15/09,242860,True,76561198066002441,2
14684,,04/06,6550,True,ryanflyin13,2
14685,1 person found this review funny,05/11/2015,391540,True,ryanflyin13,2
14686,,03/06,291550,True,ryanflyin13,0
14687,,19/12/2013,220440,True,ryanflyin13,1
14688,,29/07/2014,251570,True,ryanflyin13,2
14689,,23/05/2012,440,True,ryanflyin13,2
14690,,15/12/2014,239030,True,76561198067596593,2
14691,,25/12/2013,1250,True,76561198067596593,2
14692,,28/11/2015,417860,True,76561198082765998,2
14693,1 person found this review funny,28/04/2014,570,True,76561198082765998,2
14694,,12/03,413150,True,76561198076052494,1
14695,,14/05/2015,47810,True,Aragorn54321,0
14696,,14/06/2014,91310,True,76561198043524540,0
14697,,30/07/2014,271290,True,Lioot,2
14698,,22/01/2015,219640,True,Lioot,2
14699,,16/08/2014,440,True,76561198074499762,2
14700,,07/09,322330,True,Liquiddddddddd,2
14701,,12/08/2014,231670,True,Furms,1
14702,1 person found this review funny,12/10/2014,49520,True,76561198060682655,1
14703,,19/04/2014,55230,True,76561198060682655,1
14704,,12/02/2014,49520,True,SonicSounds1711,2
14705,,15/01,344760,False,SonicSounds1711,2
14706,,18/12/2014,113400,True,SonicSounds1711,2
14707,,31/07/2013,105400,True,SonicSounds1711,2
14708,,11/07/2013,230410,True,SonicSounds1711,2
14709,,15/12/2011,17020,True,SonicSounds1711,2
14710,,18/08/2014,209870,True,LithiumPowered,2
14711,,17/12/2013,1250,True,LithiumPowered,2
14712,1 person found this review funny,27/01/2015,252490,True,bobdapeach,1
14713,,25/10/2015,322920,True,bobdapeach,2
14714,,29/12/2014,730,True,76561198036925039,2
14715,,01/07,206420,True,76561198146189832,2
14716,6 people found this review funny,02/12/2014,331470,True,epagames,1
14717,1 person found this review funny,07/10/2014,48700,True,epagames,1
14718,1 person found this review funny,01/12/2014,8190,False,epagames,1
14719,2 people found this review funny,12/03/2015,730,True,epagames,2
14720,1 person found this review funny,07/08/2014,440,True,epagames,1
14721,,16/12/2014,270370,True,epagames,1
14722,,03/06/2015,333930,False,epagames,1
